,Unnamed: 0,platform,genre,title,score
517,517,                                        PlayStation 4,action,Dragon Ball FighterZ,87
518,518,                                        Xbox,action,Dead or Alive 3,87
519,519,                                        PlayStation 2,action,Jak II,87
520,520,                                        iOS,action,Angry Birds Rio,87
521,521,                                        PC,action,Max Payne 3,87
522,522,                                        Wii,action,New Super Mario Bros. Wii,87
523,523,                                        DS,action,Elite Beat Agents,87
524,524,                                        Wii,action,DJ Hero,87
525,525,                                        PC,action,TowerFall Ascension,87
526,526,                                        Dreamcast,action,Bangai-O,87
527,527,                                        PC,action,Battlefield 3: Armored Kill,87
528,528,                                        PC,action,Borderlands 2: Tiny Tina's Assault on Dragon Keep,87
529,529,                                        PlayStation Vita,action,Rayman Legends,87
530,530,                                        PC,action,Orcs Must Die! Unchained,87
531,531,                                        iOS,action,FOTONICA,87
532,532,                                        iOS,action,Platform Panic,87
533,533,                                        iOS,action,Piloteer,87
534,534,                                        iOS,action,twofold inc.,87
535,535,                                        Switch,action,Trine 2: Complete Story,87
536,536,                                        Wii,action,Donkey Kong Country Returns,87
537,537,                                        Xbox 360,action,Call of Duty: Black Ops,87
