platform,genre,title,score
PC,Simulation,Star Trek: Klingon Academy Review,6.7
PC,Simulation,PGA Championship Golf 2000 Review,8.9
PC,Simulation,Tachyon: The Fringe Review,7.5
PC,Simulation,StarLancer Review,7.7
PC,Simulation,Allegiance Review,8.7
PC,Simulation,F1 2000 Review,8.4
PC,Simulation,Gunship! Review,6.7
PC,Simulation,Triple Play 2001 Review,4.6
PC,Simulation,Microsoft Baseball 2001 Review,6
PC,Simulation,Test Drive Le Mans Review,6.7
PC,Simulation,Ka-52 Team Alligator Review,5.6
PC,Simulation,Last Call Review,6.7
PC,Simulation,NASCAR 2000 Review,7
PC,Simulation,F/A-18E Super Hornet Review,6.4
PC,Simulation,Superbike 2000 Review,8.7
PC,Simulation,Colin McRae Rally Review,6.6
PC,Simulation,Sammy Sosa High Heat Baseball 2001 Review,8.7
PC,Simulation,Dirt Track Racing Review,6.6
PC,Simulation,Tiger Woods PGA Tour 2000 Review,7.1
PC,Simulation,Mobil 1 Rally Championship Review,8.9
PC,Simulation,The Sims Review,9.1
PC,Simulation,X: Beyond the Frontier Review,8.1
PC,Simulation,F/A-18 Review,8.8
PC,Simulation,MechWarrior 3: Pirate's Moon Expansion Pack Review,7.2
PC,Simulation,MiG Alley Review,9.2
PC,Simulation,Touring Car Challenge Review,8.2
PC,Simulation,NASCAR Legends Review,9
PC,Simulation,12 O'Clock High: Bombing the Reich Review,6.8
PC,Simulation,Microsoft Flight Simulator 2000 Review,8.7
PC,Simulation,NBA Basketball 2000 Review,5.1
PC,Simulation,NHL Championship 2000 Review,8
PC,Simulation,Nations: WWII Fighter Command Review,5.6
PC,Simulation,Interstate '82 Review,6.2
PC,Simulation,Test Drive: Off-Road 3 Review,6.3
PC,Simulation,NBA Live 2000 Review,8.1
PC,Simulation,Flanker 2.0 Review,8.7
PC,Simulation,Panzer Elite Review,8.1
PC,Simulation,Lander Review,5.9
PC,Simulation,Links LS 2000 Review,7.9
PC,Simulation,Harley-Davidson: Race Across America Review,5.2
PC,Simulation,FIFA 2000 Review,9.1
PC,Simulation,Armored Fist 3 Review,5.6
PC,Simulation,USAF Review,8.4
PC,Simulation,NIRA Intense Import Drag Racing Review,6.4
PC,Simulation,FreeSpace 2 Review,9.4
PC,Simulation,Flight Unlimited III Review,9.1
PC,Simulation,NASCAR Racing 3 Review,9.4
PC,Simulation,Madden NFL 2000 Review,7.4
PC,Simulation,NHL 2000 Review,9
PC,Simulation,NFL Fever 2000 Review,7
PC,Simulation,Independence War Deluxe Edition Review,7.1
PC,Simulation,NBA Inside Drive 2000 Review,7
PC,Simulation,Fly! Review,7.9
PC,Simulation,Pro 18 World Tour Golf Review,4.2
PC,Simulation,F-16 Aggressor Review,6.5
PC,Simulation,PGA Championship Golf - 1999 Edition Review,8.5
PC,Simulation,F-22 Lightning 3 Review,8.2
PC,Simulation,Heavy Gear II Review,9
PC,Simulation,Links Extreme Review,5.6
PC,Simulation,Boss Rally Review,5
PC,Simulation,Apache Havoc Review,8.1
PC,Simulation,Sports Car GT Review,8.2
PC,Simulation,Baseball Edition 2000 Review,5.5
PC,Simulation,MechWarrior 3 Review,8.3
PC,Simulation,Apollo 18 Review,5.2
PC,Simulation,Microsoft Baseball 2000 Review,6.9
PC,Simulation,Jack Nicklaus 6: Golden Bear Challenge Review,9.1
PC,Simulation,High Heat Baseball 2000 Review,8.6
PC,Simulation,Battle of Britain Review,7.7
PC,Simulation,Triple Play 2000 Review,7.6
PC,Simulation,Recoil Review,6.4
PC,Simulation,Superbike World Championship Review,8.2
PC,Simulation,X-Wing Alliance Review,8.4
PC,Simulation,Fighter Squadron: The Screamin' Demons over Europe Review,7.7
PC,Simulation,Starsiege Review,7.3
PC,Simulation,NASCAR Revolution Review,4.1
PC,Simulation,Newman/Haas Racing Review,5.5
PC,Simulation,Luftwaffe Commander Review,5.6
PC,Simulation,Top Gun: Hornet's Nest Review,3.8
PC,Simulation,Microsoft Golf 1999 Edition Review,7.5
PC,Simulation,Viper Racing Review,8.5
PC,Simulation,Moto Racer 2 Review,8.1
PC,Simulation,CyberStrike 2 Review,7.5
PC,Simulation,Test Drive: Off-Road 2 Review,4.8
PC,Simulation,Falcon 4.0 Review,7.9
PC,Simulation,Carmageddon II: Carpocalypse Now Review,7.8
PC,Simulation,WWII Fighters Review,9
PC,Simulation,Grand Prix Legends Review,8.9
PC,Simulation,Johnny Herbert's Grand Prix World Champions Review,7.9
PC,Simulation,Star Wars: Rogue Squadron 3D Review,8
PC,Simulation,Fighter Pilot Review,4.6
PC,Simulation,Plane Crazy Review,5.5
PC,Simulation,FIFA 99 Review,9.2
PC,Simulation,NBA Live 99 Review,8.9
PC,Simulation,Israeli Air Force Review,8.1
PC,Simulation,European Air War Review,8.7
PC,Simulation,Red Baron 3D Review,9
PC,Simulation,Total Air War Review,9.1
PC,Simulation,Pro Pilot '99 Review,7.5
PC,Simulation,Creatures 2 Review,6.3
PC,Simulation,Links LS 1999 Edition Review,9.1
PC,Simulation,VR Baseball 2000 Review,7.5
PC,Simulation,Microsoft Combat Flight Simulator Review,7.5
PC,Simulation,NHRA Drag Racing Review,5.7
PC,Simulation,Ares Rising Review,5.8
PC,Simulation,NHL 99 Review,8.4
PC,Simulation,Madden NFL 99 Review,8.8
PC,Simulation,Return Fire 2 Review,8.1
PC,Simulation,Independence War Review,9.1
PC,Simulation,JetFighter: Full Burn Review,6
PC,Simulation,iF/A-18E Carrier Strike Fighter Review,6
PC,Simulation,NFL GameDay 99 Review,7.1
PC,Simulation,NCAA Football 99 Review,6.7
PC,Simulation,Tiger Woods 99 Review,7.7
PC,Simulation,Spearhead Review,7.4
PC,Simulation,WarBirds Review,8.9
PC,Simulation,Fox Sports Soccer '99 Review,4.2
PC,Simulation,Descent: Freespace - The Great War Review,8.9
PC,Simulation,Team Apache Review,7.9
PC,Simulation,Fox Sports Golf '99 Review,8.2
PC,Simulation,X-Wing Collector Series Review,8.2
PC,Simulation,Superbike World Champions Review,8.2
PC,Simulation,X-COM: Interceptor Review,7.5
PC,Simulation,Jack Nicklaus Online Golf Tour Review,9.1
PC,Simulation,Microsoft Baseball 3D Review,7.4
PC,Simulation,iF-22 Persian Gulf v5.0 Review,6.9
PC,Simulation,Microsoft Golf 1998 Edition Review,8.4
PC,Simulation,World Cup 98 Review,8.8
PC,Simulation,Panzer Commander Review,6.9
PC,Simulation,Monster Truck Madness 2 Review,7.4
PC,Simulation,iPanzer '44 Review,3.3
PC,Simulation,F1 Racing Simulation Review,9
PC,Simulation,Hardball 6 Review,7.1
PC,Simulation,The Golf Pro Review,7.2
PC,Simulation,F-15 Review,9.2
PC,Simulation,High Heat Baseball 1999 Review,7.8
PC,Simulation,Burnout: Championship Drag Racing Review,7.3
PC,Simulation,M1 Tank Platoon II Review,8.2
PC,Simulation,Triple Play 99 Review,8.3
PC,Simulation,Battlezone Review,9.4
PC,Simulation,Interstate '76 Arsenal Review,7.2
PC,Simulation,Joint Strike Fighter Review,7
PC,Simulation,Fighter Ace Review,6.6
PC,Simulation,Air Warrior III Review,7.3
PC,Simulation,Red Baron II Review,7.1
PC,Simulation,Pro Pilot Review,6.1
PC,Simulation,F-22 Air Dominance Fighter Review,8.5
PC,Simulation,X-Wing vs. TIE Fighter: Balance of Power Review,8.3
PC,Simulation,F-22 Raptor Review,6.1
PC,Simulation,Tanarus Review,8
PC,Simulation,Flight Unlimited II Review,8.8
PC,Simulation,FIFA: Road to the World Cup 98 Review,8.8
PC,Simulation,Twisted Metal 2 Review,6.4
PC,Simulation,Front Page Sports: Football Pro '98 Review,6.4
PC,Simulation,Daytona USA Deluxe Review,6.2
PC,Simulation,F/A-18 Korea Review,8.7
PC,Simulation,NBA Action 98 Review,7.1
PC,Simulation,NHL Powerplay '98 Review,7.3
PC,Simulation,G Police Review,5.9
PC,Simulation,Longbow 2 Review,9
PC,Simulation,iF-16 Review,7.1
PC,Simulation,Sub Culture Review,7.8
PC,Simulation,SODA Off-Road Racing Review,7.7
PC,Simulation,Heavy Gear Review,7.3
PC,Simulation,NBA Live 98 Review,8.1
PC,Simulation,Wing Commander: Prophecy Review,8.6
PC,Simulation,Nuclear Strike Review,7.8
PC,Simulation,CART Precision Racing Review,8.5
PC,Simulation,Streets of SimCity Review,4.4
PC,Simulation,AHx-1 Review,4.2
PC,Simulation,Jack Nicklaus 5 Review,8.9
PC,Simulation,ABC Monday Night Football '98 Review,5.9
PC,Simulation,NCAA Football 98 Review,6.5
PC,Simulation,Sabre Ace: Conflict Over Korea Review,4.6
PC,Simulation,Madden NFL 98 Review,8.1
PC,Simulation,Forced Alliance Review,7.2
PC,Simulation,Armored Fist 2 - M1A2 Abrams Review,5.1
PC,Simulation,Worldwide Soccer Review,6.2
PC,Simulation,Microsoft Flight Simulator 98 Review,7.9
PC,Simulation,F/A-18 Hornet 3.0 Review,6.1
PC,Simulation,NHL 98 Review,9.2
PC,Simulation,Legends Football '98 Review,4.6
PC,Simulation,Grand Slam Review,5.1
PC,Simulation,Moto Racer Review,7
PC,Simulation,Starfleet Academy Review,5.6
PC,Simulation,EF2000 v2.0 Review,9.2
PC,Simulation,Baseball Mogul Review,8.5
PC,Simulation,Formula 1 Review,6
PC,Simulation,iF-22 Review,5.9
PC,Simulation,Extreme Assault Review,8.2
PC,Simulation,Carmageddon Review,8.8
PC,Simulation,Aaron vs. Ruth Review,5.3
PC,Simulation,Tony La Russa Baseball 4 Review,5.4
PC,Simulation,688 (I) Hunter/Killer Review,8.8
PC,Simulation,KickOff 97 Review,6.9
PC,Simulation,Links LS 1998 Edition Review,9.1
PC,Simulation,Triple Play 98 Review,8.3
PC,Simulation,Front Page Sports: Baseball Pro '98 Review,8
PC,Simulation,PGA Tour Pro Review,5.8
PC,Simulation,JetFighter III Enhanced Campaign CD Review,7
PC,Simulation,Front Page Sports: Golf Review,8.1
PC,Simulation,Power F1 Review,6.5
PC,Simulation,British Open Championship Golf Review,7
PC,Simulation,X-Wing vs. TIE Fighter Review,7
PC,Simulation,AYSO Soccer '97 Review,2.6
PC,Simulation,Comanche 3 Review,8.6
PC,Simulation,Darklight Conflict Review,7.9
PC,Simulation,BattleTech: Solaris Review,8.7
PC,Simulation,Scarab Review,7.3
PC,Simulation,iM1A2 Abrams Review,7.1
PC,Simulation,Test Drive: Off-Road Review,6.3
PC,Simulation,Jack Nicklaus 4 Review,8.4
PC,Simulation,Independence Day Review,5.1
PC,Simulation,Interstate '76 Review,8.9
PC,Simulation,NCAA Final Four 97 Review,6.1
PC,Simulation,Air Warrior II Review,7.4
PC,Simulation,G-NOME Review,6.2
PC,Simulation,NBA Live 97 Review,8.6
PC,Simulation,Microsoft Soccer Review,4.6
PC,Simulation,Flying Corps Review,8.1
PC,Simulation,Privateer 2: The Darkening Review,6.8
PC,Simulation,Krazy Ivan Review,5.4
PC,Simulation,Agile Warrior F-IIIX Review,4.4
PC,Simulation,Front Page Sports: Football Pro '97 Review,6.8
PC,Simulation,Total Control Football Review,5.1
PC,Simulation,Flash Point Korea: AH-64D Longbow Review,9.1
PC,Simulation,A-10 Cuba! Review,6.5
PC,Simulation,Archimedean Dynasty Review,8.3
PC,Simulation,NASCAR Racing 2 Review,9.2
PC,Simulation,JetFighter III Review,6.7
PC,Simulation,Microsoft Flight Simulator for Windows 95 Review,7
PC,Simulation,FIFA Soccer 97 Review,8.2
PC,Simulation,SimCopter Review,7.6
PC,Simulation,Battlecruiser 3000 A.D. Review,2.6
PC,Simulation,DeathDrome Review,7.4
PC,Simulation,NBA Full Court Press Review,5.3
PC,Simulation,U.S. Navy Fighters '97 Review,7.9
PC,Simulation,NHL 97 Review,8.7
PC,Simulation,Necrodome Review,5.4
PC,Simulation,Solid Ice Review,4
PC,Simulation,Manic Karts Review,3.2
PC,Simulation,ABC Monday Night Football Review,7
PC,Simulation,Shattered Steel Review,6.8
PC,Simulation,ATF NATO Fighters Review,7.8
PC,Simulation,F-22 Lightning II Review,7
PC,Simulation,Hind Review,8.5
PC,Simulation,NFL Quarterback Club '97 Review,5.1
PC,Simulation,Madden NFL 97 Review,6.4
PC,Simulation,MechWarrior 2: Mercenaries Review,8.5
PC,Simulation,Striker 96 Review,7.4
PC,Simulation,Front Page Sports: Baseball Pro '96 Season Review,7.5
PC,Simulation,Monster Truck Madness Review,7.4
PC,Simulation,Back to Baghdad Review,5.6
PC,Simulation,NHL Powerplay '96 Review,8.1
PC,Simulation,Return Fire Review,4.7
PC,Simulation,NHL '96 Review,7.9
PC,Simulation,Triple Play 97 Review,9
PC,Simulation,Shellshock Review,4.6
PC,Simulation,Links LS Review,8.2
PC,Simulation,Grand Prix II Review,9.5
PC,Simulation,IndyCar Racing II Review,7.8
PC,Simulation,Frank Thomas Big Hurt Baseball Review,6
PC,Simulation,Tony La Russa Baseball 3: 1996 Edition Review,8.2
PC,Simulation,AH-64D Longbow Review,8.6
PC,Simulation,Savage Review,4.5
PC,Simulation,Unnecessary Roughness '96 Review,7.4
PC,Simulation,VR Soccer Review,6.9
PC,Simulation,Silent Hunter Review,8.3
PC,Simulation,Su-27 Flanker Review,7.7
PC,Simulation,Terminal Velocity Review,6.9
PC,Simulation,Advanced Tactical Fighters Review,7.7
PC,Simulation,Microsoft Flight Simulator 5.1 Review,6.5
PC,Simulation,Star Rangers Review,5.2
PC,Simulation,Terra Nova Review,9.2
PC,Simulation,EF2000 Review,8.3
PC,Simulation,Links 386 CD Review,7.5
PC,Simulation,Absolute Zero Review,6.9
PC,Simulation,Air Power: Battle in the Skies Review,4
PC,Simulation,Apache Review,9.1
PC,Simulation,Descent Review,8
PC,Simulation,Earthsiege 2 Review,6.1
PC,Simulation,FIFA Soccer 96 Review,9
PC,Simulation,Football Pro '96 Review,8.1
PC,Simulation,Grand Prix Manager Review,6.4
PC,Simulation,Greg Norman Ultimate Challenge Golf Review,7.1
PC,Sports,Skater XL Review – Too Little To Skate,5
PC,Sports,What The Golf Review,8
PC,Sports,Madden NFL 20 Review - Big Play,8
PC,Sports,Football Manager 2019 Review - A Winning Strategy,8
PC,Sports,The Golf Club 2019 Review,8
PC,Sports,Football Manager 2018 Review,9
PC,Sports,FIFA 18 Review,7
PC,Sports,PES 2018 Review,8
PC,Sports,Football Manager 2017 Review,7
PC,Sports,Videoball Review,8
PC,Sports,Casey Powell Lacrosse 16 Review,5
PC,Sports,Football Manager 2016 Review,7
PC,Sports,Blood Bowl 2 Review,8
PC,Sports,FIFA 16 Review,9
PC,Sports,PES 2016 Review,9
PC,Sports,Vertiginous Golf Review,7
PC,Sports,Robot Roller-Derby Disco Dodgeball Review,6
PC,Sports,Frozen Cortex Review,7
PC,Sports,Football Manager 2015 Review,8
PC,Sports,The Golf Club Review,6
PC,Sports,Speedball 2 HD Review,6
PC,Sports,Football Manager 2014 Review,9
PC,Sports,Football Manager 2013 Review,8
PC,Sports,Football Manager 2012 Review,8
PC,Sports,FIFA 12 Review,9
PC,Sports,NBA 2K12 Review,8.5
PC,Sports,Out of the Park Baseball 12 Review,8
PC,Sports,Tiger Woods PGA Tour 12: The Masters Review,5.5
PC,Sports,International Cricket Captain 2011 Review,6.5
PC,Sports,Football Manager 2011 Review,8.5
PC,Sports,Out of the Park Baseball 11 Review,7.5
PC,Sports,Major League Baseball 2K10 Review,5.5
PC,Sports,Football Manager 2010 Review,8.5
PC,Sports,Ashes Cricket 2009 Review,6
PC,Sports,Championship Manager 2010 Review,6
PC,Sports,Out of the Park Baseball X Review,8
PC,Sports,Blood Bowl Review,7
PC,Sports,Worldwide Soccer Manager 2009 Review,8
PC,Sports,Football Manager Live Review,8
PC,Sports,MLB Front Office Manager Review,4.5
PC,Sports,International Cricket Captain 2008 Review,5.5
PC,Sports,Beijing 2008 - The Official Video Game of the Olympic Games Review,3
PC,Sports,Out of the Park Baseball 9 Review,8.5
PC,Sports,Baseball Mogul 2009 Review,7
PC,Sports,Championship Manager 2008 Review,6
PC,Sports,FIFA Manager 08 Review,7.5
PC,Sports,Pro Evolution Soccer 2008 Review,7
PC,Sports,Football Manager 2008 Review,8.5
PC,Sports,NHL 08 Review,6
PC,Sports,Madden NFL 08 Review,6.5
PC,Sports,International Cricket Captain III Review,6
PC,Sports,Surf's Up Review,6.5
PC,Sports,Baseball Mogul 2008 Review,8
PC,Sports,Top Spin 2 Review,7.5
PC,Sports,FIFA Manager 07 Review,7.3
PC,Sports,NBA Live '07 Review,5.9
PC,Sports,ProStroke Golf - World Tour 2007 Review,5.3
PC,Sports,Football Manager 2007 Review,8.5
PC,Sports,Championship Manager 2007 Review,7.6
PC,Sports,Tiger Woods PGA Tour 07 Review,7.5
PC,Sports,FIFA 07 Review,8.5
PC,Sports,NHL: Eastside Hockey Manager 2007 Review,8.8
PC,Sports,NHL 07 Review,7.1
PC,Sports,Madden NFL 07 Review,7.8
PC,Sports,International Cricket Captain 2006 Review,6.3
PC,Sports,NFL Head Coach Review,7.2
PC,Sports,Sensible Soccer 2006 Review,7.2
PC,Sports,2006 FIFA World Cup Review,8.1
PC,Sports,Tony Hawk's American Wasteland Review,6.9
PC,Sports,Torino 2006 Review,3.9
PC,Sports,FIFA 06 Review,8.9
PC,Sports,Tiger Woods PGA Tour 06 Review,8.9
PC,Sports,NHL 06 Review,7.6
PC,Sports,Links Course Challenge: Chateau Whistler Review,6.4
PC,Sports,Rocketbowl Review,7
PC,Sports,Gutterball 2 Review,6.1
PC,Sports,Bankshot Billiards Review,8.1
PC,Sports,Madden NFL 06 Review,7.8
PC,Sports,Tennis Titans Review,6.4
PC,Sports,Out of the Park Baseball 6.5 Review,7.4
PC,Sports,Baseball Mogul 2006 Review,8
PC,Sports,MVP Baseball 2005 Review,8.7
PC,Sports,World Soccer Winning Eleven 8 International Review,8.7
PC,Sports,Worldwide Soccer Manager 2005 Review,8.6
PC,Sports,Athens 2004 Review,3.6
PC,Sports,NBA Live 2005 Review,8
PC,Sports,Manchester United Soccer 2005 Review,5.5
PC,Sports,FIFA Soccer 2005 Review,8.9
PC,Sports,Tony Hawk's Underground 2 Review,8.3
PC,Sports,Tiger Woods PGA Tour 2005 Review,8.9
PC,Sports,Madden NFL 2005 Review,8.8
PC,Sports,NHL 2005 Review,7.9
PC,Sports,PureSim Baseball 2004 Review,7.8
PC,Sports,Title Bout Championship Boxing Review,8.1
PC,Sports,NHL Eastside Hockey Manager Review,8.4
PC,Sports,Baseball Mogul 2005 Review,5.6
PC,Sports,UEFA Euro 2004 Review,8.5
PC,Sports,Diamond Mind Baseball 9 Review,7
PC,Sports,World Championship Pool 2004 Review,6.7
PC,Sports,Out of the Park Baseball 6 Review,8.6
PC,Sports,World Soccer Winning Eleven 7 International Review,9.1
PC,Sports,FaceOff Hockey 2004 Review,6.3
PC,Sports,Tournament Dreams College Basketball Review,8.9
PC,Sports,MVP Baseball 2004 Review,8.3
PC,Sports,Friday Night 3D Pool Review,6.5
PC,Sports,Championship Manager: Season 03/04 Review,8.6
PC,Sports,Cabela's Dangerous Hunts Review,6.8
PC,Sports,Total Pro Basketball Review,7.5
PC,Sports,Total Pro Football Review,8.3
PC,Sports,Front Office Football 2004 Review,7.8
PC,Sports,Fast Lanes Bowling Review,5.2
PC,Sports,Inside the Park Baseball Review,7
PC,Sports,FIFA Soccer 2004 Review,7.8
PC,Sports,Kelly Slater's Pro Surfer Review,7.6
PC,Sports,NBA Live 2004 Review,7.8
PC,Sports,Harry Potter: Quidditch World Cup Review,6.5
PC,Sports,Rugby 2004 Review,4.2
PC,Sports,Tiger Woods PGA Tour 2004 Review,9.2
PC,Sports,NHL 2004 Review,8.8
PC,Sports,Tony Hawk's Pro Skater 4 Review,8.7
PC,Sports,Madden NFL 2004 Review,8.8
PC,Sports,Tennis Masters Series 2003 Review,7
PC,Sports,MVP Baseball 2003 Review,8.1
PC,Sports,High Heat Major League Baseball 2004 Review,6.4
PC,Sports,Out of the Park Baseball 5 Review,8.5
PC,Sports,Baseball Mogul 2004 Review,6.7
PC,Sports,NBA Live 2003 Review,8.7
PC,Sports,Tiger Woods PGA Tour 2003 Review,9.1
PC,Sports,FIFA 2003 Review,9.1
PC,Sports,Football Mogul 2003 Review,4
PC,Sports,Season Ticket Basketball 2003 Review,8.1
PC,Sports,NHL 2003 Review,8.4
PC,Sports,Links 2003 Review,8.1
PC,Sports,Season Ticket Football 2003 Review,1.8
PC,Sports,US Open 2002 Review,6.9
PC,Sports,Madden NFL 2003 Review,9.2
PC,Sports,PureSim Baseball Review,7.6
PC,Sports,Soccer Mania Review,4.6
PC,Sports,Baseball Mogul 2003 Review,6.1
PC,Sports,2002 FIFA World Cup Review,8.8
PC,Sports,Season Ticket Baseball 2003 Review,8.4
PC,Sports,Tony Hawk's Pro Skater 3 Review,9
PC,Sports,ESPN NFL PrimeTime 2002 Review,3.6
PC,Sports,High Heat Major League Baseball 2003 Review,6.2
PC,Sports,Out of the Park Baseball 4 Review,8.4
PC,Sports,Real Pool 2 Review,5.5
PC,Sports,Salt Lake 2002 Review,6.3
PC,Sports,Tiger Woods PGA Tour 2002 Review,8.2
PC,Sports,Deer Hunter 5: Tracking Trophies Review,6.3
PC,Sports,Tennis Masters Series Review,5.9
PC,Sports,FIFA 2002 Review,9.3
PC,Sports,Mat Hoffman's Pro BMX Review,7.8
PC,Sports,NHL 2002 Review,9.2
PC,Sports,Madden NFL 2002 Review,6.7
PC,Sports,Baseball Mogul 2002 Review,7.3
PC,Sports,Front Office Football: The College Years Review,8.2
PC,Sports,Power Spike Pro Beach Volleyball Review,6.2
PC,Sports,Front Office Football 2001 Review,7.5
PC,Sports,High Heat Major League Baseball 2002 Review,7.8
PC,Sports,Triple Play Baseball Review,5.1
PC,Sports,NBA Live 2001 Review,8
PC,Sports,Dave Mirra Freestyle BMX Review,6.6
PC,Sports,Virtual Pool 3 Review,8.7
PC,Sports,Championship Surfer Review,5.3
PC,Sports,Tiger Woods PGA Tour 2001 Review,7.9
PC,Sports,Tony Hawk's Pro Skater 2 Review,8.6
PC,Sports,Links 2001 Review,8.7
PC,Sports,FIFA 2001 Major League Soccer Review,9
PC,Sports,Professional Bull Rider 2 Review,6.9
PC,Sports,NHL 2001 Review,8.8
PC,Sports,MTV Sports: Skateboarding Review,5.1
PC,Sports,Sydney 2000 Review,4.2
PC,Sports,Maximum Pool Review,6.3
PC,Sports,Madden NFL 2001 Review,7
PC,Sports,Microsoft Golf 2001 Edition Review,7.4
PC,Sports,Trophy Bass 4 Review,8.2
PC,Sports,PGA Championship Golf 2000 Review,8.9
PC,Sports,Championship Bass Review,6.9
PC,Sports,Triple Play 2001 Review,4.6
PC,Sports,Microsoft Baseball 2001 Review,6
PC,Sports,Deer Hunter 3 Gold Review,7.7
PC,Sports,Sammy Sosa High Heat Baseball 2001 Review,8.7
PC,Sports,Tiger Woods PGA Tour 2000 Review,7.1
PC,Sports,Boarder Zone Review,6.3
PC,Sports,Hangsim Review,5.5
PC,Sports,Full Strength Strongman Competition Review,2.3
PC,Sports,Virtual Pool Hall Review,8.2
PC,Sports,NBA Basketball 2000 Review,5.1
PC,Sports,NHL Championship 2000 Review,8
PC,Sports,NBA Live 2000 Review,8.1
PC,Sports,Deer Hunt Challenge Review,7.5
PC,Sports,NFL Blitz 2000 Review,4.8
PC,Sports,Links LS 2000 Review,7.9
PC,Sports,TrickStyle Review,6.2
PC,Sports,Professional Bull Rider Review,8
PC,Sports,FIFA 2000 Review,9.1
PC,Sports,Expert Pool Review,7.8
PC,Sports,Madden NFL 2000 Review,7.4
PC,Sports,NHL 2000 Review,9
PC,Sports,NFL Fever 2000 Review,7
PC,Sports,NBA Inside Drive 2000 Review,7
PC,Sports,Skydive! Review,1.8
PC,Sports,Ultimate 8 Ball Review,6.9
PC,Sports,Pro 18 World Tour Golf Review,4.2
PC,Sports,PGA Championship Golf - 1999 Edition Review,8.5
PC,Sports,Extreme Boards & Blades Review,5.5
PC,Sports,Links Extreme Review,5.6
PC,Sports,Extreme Winter Sports Review,2.7
PC,Sports,Baseball Edition 2000 Review,5.5
PC,Sports,Microsoft Baseball 2000 Review,6.9
PC,Sports,Jack Nicklaus 6: Golden Bear Challenge Review,9.1
PC,Sports,High Heat Baseball 2000 Review,8.6
PC,Sports,Triple Play 2000 Review,7.6
PC,Sports,Beavis and Butt-head: Bunghole in One Review,4.3
PC,Sports,Extreme Tennis Review,4.7
PC,Sports,Microsoft Golf 1999 Edition Review,7.5
PC,Sports,TNN Outdoors Pro Hunter Review,7.2
PC,Sports,FIFA 99 Review,9.2
PC,Sports,NBA Live 99 Review,8.9
PC,Sports,Deer Hunter II Review,5.8
PC,Sports,Peter Jacobsen's Golden Tee Golf Review,5.2
PC,Sports,Links LS 1999 Edition Review,9.1
PC,Sports,VR Baseball 2000 Review,7.5
PC,Sports,Brunswick Circuit Pro Bowling Review,7.4
PC,Sports,NHL 99 Review,8.4
PC,Sports,Madden NFL 99 Review,8.8
PC,Sports,NFL Blitz Review,9
PC,Sports,NFL GameDay 99 Review,7.1
PC,Sports,NCAA Football 99 Review,6.7
PC,Sports,Tiger Woods 99 Review,7.7
PC,Sports,"Game, Net & Match! Review",8.2
PC,Sports,Fox Sports Soccer '99 Review,4.2
PC,Sports,Fox Sports Golf '99 Review,8.2
PC,Sports,Jack Nicklaus Online Golf Tour Review,9.1
PC,Sports,Microsoft Baseball 3D Review,7.4
PC,Sports,Microsoft Golf 1998 Edition Review,8.4
PC,Sports,World Cup 98 Review,8.8
PC,Sports,Hardball 6 Review,7.1
PC,Sports,The Golf Pro Review,7.2
PC,Sports,High Heat Baseball 1999 Review,7.8
PC,Sports,Triple Play 99 Review,8.3
PC,Sports,Deer Hunter Review,5.5
PC,Sports,Front Page Sports: Ski Racing Review,8
PC,Sports,VR Baseball - Hardware Accelerated Review,6.7
PC,Sports,Front Page Sports: Trophy Rivers Review,6.7
PC,Sports,FIFA: Road to the World Cup 98 Review,8.8
PC,Sports,Front Page Sports: Football Pro '98 Review,6.4
PC,Sports,NBA Action 98 Review,7.1
PC,Sports,NHL Powerplay '98 Review,7.3
PC,Sports,Virtual Pool 2 Review,7.8
PC,Sports,NBA Live 98 Review,8.1
PC,Sports,Crush! Deluxe Review,6
PC,Sports,Jack Nicklaus 5 Review,8.9
PC,Sports,ABC Monday Night Football '98 Review,5.9
PC,Sports,NCAA Football 98 Review,6.5
PC,Sports,Madden NFL 98 Review,8.1
PC,Sports,Worldwide Soccer Review,6.2
PC,Sports,NHL 98 Review,9.2
PC,Sports,Legends Football '98 Review,4.6
PC,Sports,Grand Slam Review,5.1
PC,Sports,NHL Open Ice 2 on 2 Challenge Review,7
PC,Sports,Baseball Mogul Review,8.5
PC,Sports,Aaron vs. Ruth Review,5.3
PC,Sports,3D Ultra Mini Golf Review,4.3
PC,Sports,Tony La Russa Baseball 4 Review,5.4
PC,Sports,BattleSport Review,6
PC,Sports,KickOff 97 Review,6.9
PC,Sports,Links LS 1998 Edition Review,9.1
PC,Sports,Triple Play 98 Review,8.3
PC,Sports,Front Page Sports: Baseball Pro '98 Review,8
PC,Sports,PGA Tour Pro Review,5.8
PC,Sports,Front Page Sports: Golf Review,8.1
PC,Sports,British Open Championship Golf Review,7
PC,Sports,AYSO Soccer '97 Review,2.6
PC,Sports,NBA Jam Extreme Review,4.9
PC,Sports,Jack Nicklaus 4 Review,8.4
PC,Sports,NCAA Final Four 97 Review,6.1
PC,Sports,NBA Live 97 Review,8.6
PC,Sports,Microsoft Soccer Review,4.6
PC,Sports,Virtual Pool Review,7.5
PC,Sports,NBA Hangtime Review,7.3
PC,Sports,Front Page Sports: Football Pro '97 Review,6.8
PC,Sports,Total Control Football Review,5.1
PC,Sports,3DO Games: Decathlon Review,4.2
PC,Sports,FIFA Soccer 97 Review,8.2
PC,Sports,HyperBlade Review,7.9
